Agent_id,status,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget
74,0,21,126,2127,163,20,3,50,8,3,20420,2,0
55,1,30,126,2534,163,20,3,109,8,0,16655,1,4
20,0,15,232,119,61,20,3,22,8,5,17518,5,5
6,0,21,126,2127,163,20,3,84,8,1,19788,5,6
7,0,20,126,1011,176,20,3,109,8,0,10425,5,5
20,0,15,126,2554,31,20,3,81,8,3,17518,0,5
70,0,7,126,1322,174,20,3,160,8,0,21829,1,4
112,0,20,126,2282,163,20,3,87,8,1,18687,2,5
3,0,9,126,1392,163,20,3,50,8,1,11990,1,4
112,0,20,126,2943,167,20,3,194,8,0,17354,1,4
18,1,30,232,964,163,20,3,17,8,5,18220,5,5
46,0,10,126,2050,136,20,3,6,8,0,18687,5,5
20,0,15,258,2760,99,20,3,133,8,5,17354,5,5
103,0,20,126,3115,163,20,3,29,8,3,18220,1,0
46,0,29,126,546,2,20,3,6,8,1,4720,1,5
111,0,25,126,3172,163,20,3,165,8,3,24601,5,4
111,0,20,127,3595,43,3,3,194,8,5,34,2,5
98,0,24,126,3868,163,3,3,151,8,0,4720,0,5
79,0,26,126,2995,91,20,3,194,8,0,24601,5,5
74,0,21,164,905,163,20,3,109,8,5,6431,5,5
79,0,29,164,1139,31,20,3,165,8,5,15286,5,5
65,0,16,126,3861,163,20,3,194,8,0,9939,1,5
65,0,20,126,2943,167,20,3,165,8,1,9552,1,4
52,0,20,164,3136,163,20,3,111,8,5,8773,5,5
20,0,15,126,3957,163,20,3,81,8,0,15286,1,5
100,0,20,126,2943,167,20,3,18,8,3,9939,1,5
16,0,8,126,2195,163,20,3,111,8,0,8773,1,5
46,0,4,46,3868,163,24,56,130,8,5,6433,5,5
39,0,18,126,1905,163,20,3,111,8,0,8576,2,4
28,0,20,126,2605,99,20,3,194,8,3,9342,2,0
54,0,21,126,3956,43,20,3,130,8,3,21314,1,4
109,0,20,127,633,163,20,3,109,8,5,14341,5,5
62,0,29,126,2921,163,20,3,151,8,3,6433,0,4
105,0,20,126,1905,163,20,3,111,8,0,21314,2,4
16,0,21,126,4003,163,3,3,111,8,1,8394,1,4
63,0,16,199,1003,163,20,3,111,8,5,7923,5,5
91,0,18,126,2977,167,20,3,91,8,1,11763,5,4
102,0,21,126,1990,163,20,3,109,8,1,8394,0,4
78,0,21,126,2955,163,20,3,130,8,3,3388,5,4
57,0,21,126,1784,163,20,3,91,8,0,11763,2,5
22,0,21,126,2152,163,20,3,109,8,0,77,1,4
41,1,30,126,1292,163,20,3,35,8,3,14160,1,4
24,0,20,126,247,176,20,3,109,8,3,18775,1,5
60,0,16,126,3868,163,20,3,194,8,0,2072,1,0
20,0,15,232,2333,167,20,3,106,8,5,21087,5,5
7,0,10,126,2943,167,20,3,194,8,3,77,1,0
20,0,15,127,1309,163,20,3,81,8,5,18775,2,5
47,0,16,245,2943,167,20,3,7,8,5,2072,1,5
80,0,20,126,4148,163,20,3,91,8,3,8237,2,4
109,0,29,199,3868,163,20,3,208,13,5,21087,5,5
25,0,7,126,3110,163,20,3,160,8,3,26189,2,5
103,0,21,126,1867,109,20,3,91,8,3,11819,1,0
104,0,21,126,2379,163,20,3,18,8,0,1887,2,0
20,0,15,164,175,69,24,56,61,8,5,7632,5,5
40,0,20,126,2537,163,20,3,111,8,0,8237,1,4
6,0,25,126,250,163,20,3,84,8,0,26189,0,5
41,0,20,126,3169,163,20,3,18,8,3,17403,1,4
109,0,10,126,1227,163,20,3,87,8,0,17403,1,4
103,0,25,126,3868,163,20,3,6,8,0,1800,5,5
98,0,20,126,4062,163,20,3,194,8,0,421,1,4
52,0,16,164,2943,167,24,56,89,8,5,13318,5,5
100,0,19,126,2534,163,20,3,194,8,3,19675,1,5
67,0,10,126,224,18,20,3,18,8,3,10682,0,5
105,1,30,126,1421,163,20,3,151,8,3,4913,2,4
21,0,15,126,2501,167,20,3,206,8,3,10682,5,5
28,0,20,126,133,163,20,3,87,8,3,7651,1,4
91,0,25,126,2943,167,20,3,18,8,0,18497,5,5
10,0,20,126,1547,163,3,3,130,8,3,23270,1,4
10,0,0,126,1176,135,20,3,87,8,0,4887,1,5
77,0,29,126,2457,173,20,3,130,8,0,12103,5,5
35,0,20,127,1203,167,20,3,48,8,5,18402,2,5
70,0,20,126,1292,163,20,3,109,8,3,18497,1,4
70,0,18,126,3166,138,20,3,98,8,3,4887,5,4
32,0,18,127,2243,163,20,3,166,8,5,23334,5,5
32,1,30,126,1534,166,20,3,111,8,0,20820,0,4
51,0,18,127,2333,167,20,3,118,8,5,9992,5,5
20,0,15,127,1618,99,20,3,104,8,5,20820,5,5
19,0,16,232,3733,77,20,3,160,8,5,10916,2,0
63,0,10,280,3868,163,20,3,87,8,3,3161,2,5
22,0,21,199,1154,163,3,3,26,8,5,22370,5,5
104,0,25,258,2943,167,20,3,12,8,5,11039,5,5
70,0,19,126,3504,163,20,3,109,8,1,3161,2,6
70,0,21,127,327,163,3,3,194,8,5,12748,2,5
41,1,30,258,3868,163,12,0,194,8,5,435,1,5
9,1,30,126,636,163,20,3,73,8,0,22370,2,4
34,0,21,126,357,163,20,3,109,8,3,11039,1,4
25,0,20,126,951,69,20,3,87,8,1,12034,1,5
69,0,21,199,297,163,20,3,111,8,5,11804,5,5
60,0,24,126,297,163,20,3,18,8,0,7160,0,5
106,0,20,126,1180,143,20,3,109,8,0,16712,0,5
9,1,30,126,2092,163,20,3,151,8,1,12034,1,6
106,0,21,126,3995,163,20,3,194,8,0,11804,1,4
80,0,7,126,2955,163,20,3,194,8,1,1874,2,4
77,0,29,126,2384,163,20,3,111,8,1,19553,5,4
77,0,29,126,1932,54,20,3,194,8,3,7253,2,0
52,0,20,126,2877,163,20,3,87,8,0,9770,1,5
57,0,20,199,2830,163,20,3,109,8,5,1874,5,5
109,0,1,126,1140,163,20,3,73,8,0,19553,1,5
54,0,21,126,1538,58,20,3,160,8,0,5862,0,0
14,0,21,126,2995,91,20,3,194,8,3,8753,5,0
25,0,21,126,1505,163,20,3,29,8,0,18944,1,4
14,1,30,126,3741,163,20,3,109,8,3,15945,2,0
103,0,25,127,2725,161,20,3,186,8,5,19546,0,5
17,0,16,126,3868,163,20,3,160,8,3,22077,1,4
104,0,10,126,2020,163,20,3,91,8,1,2562,2,4
62,1,30,126,2943,167,20,3,206,8,3,10218,5,5
20,0,15,127,2671,163,20,3,81,8,5,22077,1,5
17,0,7,126,3868,163,20,3,87,8,0,2562,1,4
90,0,25,126,2534,163,3,3,130,8,1,23729,5,4
20,0,15,232,175,69,15,43,11,0,5,20521,5,5
40,0,21,126,1781,165,20,3,29,8,0,3438,1,0
25,0,25,126,815,165,20,3,6,8,0,4705,5,5
97,0,7,163,694,163,3,3,35,8,5,20521,5,5
15,0,21,126,3868,163,20,3,111,8,0,3438,0,6
20,0,15,232,1292,163,20,3,69,8,5,17897,5,5
37,0,21,126,1541,163,20,3,111,8,3,2351,0,4
37,0,21,164,2802,39,20,3,194,8,5,18218,5,5
9,0,20,258,3172,163,20,3,165,8,5,17897,1,5
70,0,16,126,3922,163,20,3,73,8,0,9490,5,5
12,0,25,127,1003,163,20,3,48,8,5,6132,0,5
112,0,7,126,331,163,20,3,111,8,3,18218,0,0
28,0,10,126,3868,163,20,3,111,8,1,16207,1,6
55,0,2,126,2127,163,20,3,194,8,3,10246,1,0
55,0,19,126,2195,163,20,3,109,8,0,12570,1,5
62,0,20,232,2943,167,24,56,187,8,5,18256,5,5
6,0,21,126,3122,125,20,3,29,8,3,16207,1,6
7,0,16,126,1768,167,20,3,194,8,1,10246,2,5
105,0,29,126,2612,78,20,3,160,8,0,12570,1,5
103,0,20,126,3832,163,20,3,18,8,3,4186,1,0
98,0,20,126,638,99,20,3,18,8,0,21826,0,5
112,0,26,170,4173,180,28,10,188,8,5,5081,5,5
46,0,18,126,1340,163,20,3,109,8,1,25455,5,0
46,0,16,126,2933,163,20,3,109,8,0,24569,1,5
74,0,21,232,2195,163,24,56,151,8,5,5687,5,5
100,0,20,126,2127,163,20,3,18,8,0,21826,1,4
111,1,30,126,773,84,20,3,111,8,0,5081,1,5
111,0,16,126,2049,99,20,3,194,8,0,24569,1,5
62,0,24,199,345,143,3,3,29,8,5,5687,5,5
79,0,21,126,2802,39,20,3,148,8,0,14619,1,5
103,0,20,126,175,69,20,3,87,8,3,11863,2,5
65,0,25,127,2737,8,20,3,194,8,5,13500,2,5
105,0,16,199,2049,99,20,3,29,8,5,25491,2,5
39,0,21,126,1292,163,20,3,6,8,3,11863,2,4
20,0,15,232,2278,176,5,38,74,5,5,13500,5,5
20,0,15,127,2739,163,20,3,208,13,5,12466,1,5
20,0,15,127,2112,174,20,3,22,8,5,25491,2,5
54,0,18,126,2921,163,20,3,151,8,3,13788,5,4
16,0,16,126,3624,163,20,3,18,8,0,9114,1,4
63,0,20,232,2127,163,20,3,165,8,5,25284,1,5
20,0,15,280,2838,163,20,3,69,8,5,1683,2,4
78,0,18,126,778,31,20,3,109,8,3,9114,1,4
20,0,15,199,2605,99,24,56,22,8,5,376,5,5
28,0,20,126,1243,163,20,3,109,8,0,1677,1,5
10,0,10,126,749,163,20,3,160,8,1,21814,2,4
10,0,8,126,4022,163,3,3,130,8,3,4159,1,4
70,0,20,126,1475,31,20,3,194,8,0,18227,2,0
32,1,30,126,1369,163,20,3,73,8,3,21814,0,5
70,0,25,164,3172,163,20,3,165,8,5,13273,5,5
35,0,29,232,2943,167,9,3,186,8,5,24485,5,5
32,0,25,126,2127,163,20,3,109,8,3,4287,0,5
32,0,29,126,1587,163,20,3,98,8,1,3543,5,4
19,0,25,232,718,27,3,30,60,7,5,5593,5,5
51,0,18,232,3069,8,9,3,73,8,5,24485,5,5
63,0,20,127,3812,163,20,3,89,8,5,3543,5,4
63,0,20,126,2776,163,20,3,130,8,0,23665,1,4
20,0,15,127,3730,163,20,3,81,8,5,9633,1,5
57,0,7,126,1753,163,20,3,148,8,0,16974,1,4
22,0,21,126,1781,165,20,3,18,8,1,18075,1,4
70,0,20,126,200,162,20,3,111,8,0,18264,1,4
70,0,25,126,2195,163,20,3,111,8,0,9633,5,5
92,0,16,127,321,163,20,3,82,8,5,4480,5,5
60,0,20,126,167,163,20,3,50,8,0,23376,2,0
13,0,21,126,4085,163,20,3,206,8,3,4480,5,5
20,0,15,156,1541,163,20,3,81,8,5,23376,2,5
19,0,16,126,49,163,20,3,91,8,0,7240,1,5
18,0,19,232,1504,99,24,56,50,8,5,5074,5,5
18,0,16,126,1114,163,20,3,109,8,0,7240,1,5
10,0,26,126,3143,112,20,3,50,8,0,8264,5,4
11,0,20,126,993,163,20,3,130,8,1,5408,1,5
20,0,15,232,776,74,20,30,11,0,5,22853,5,5
13,0,18,232,2921,163,20,3,151,8,5,5074,5,5
69,0,7,126,3868,163,20,3,109,8,3,25308,1,4
106,0,20,280,2357,68,20,3,18,8,3,16845,1,5
25,0,24,126,1753,163,20,3,50,8,1,13628,5,0
106,0,16,126,2418,163,20,3,194,8,0,25308,1,4
104,0,21,126,3521,135,20,3,18,8,3,16845,2,6
20,0,15,117,1056,149,20,3,11,0,5,24333,5,5
40,0,21,127,1622,161,20,3,186,8,5,13628,5,5
106,0,20,232,4043,163,20,3,178,5,5,16038,5,5
77,0,29,126,3868,163,20,3,109,8,1,18040,1,0
77,0,20,117,3932,166,15,43,119,12,5,19598,5,5
46,0,18,126,3029,99,20,3,87,8,1,24104,1,4
46,0,20,126,2028,99,20,3,73,8,3,20087,1,4
14,0,20,126,503,163,20,3,194,8,0,15636,1,4
4,0,8,126,31,36,20,3,18,8,3,19913,1,0
20,0,15,126,2943,167,20,3,81,8,0,6216,1,5
25,0,10,258,250,163,20,3,84,8,5,25444,0,5
62,0,8,126,31,36,20,3,18,8,3,12620,1,0
17,0,21,126,646,163,20,3,35,8,1,15636,2,0
20,0,15,126,773,84,20,3,81,8,0,25444,1,0
62,0,21,126,3521,135,20,3,73,8,1,7247,5,0
20,0,15,127,2028,99,20,3,81,8,5,6587,0,5
37,0,20,280,2605,99,20,3,160,8,1,7247,1,5
82,0,15,232,2121,99,20,3,133,8,5,6587,5,5
20,0,15,164,31,36,20,3,22,8,5,2967,5,5
112,0,20,117,2848,99,3,3,194,8,5,9978,5,5
90,0,8,127,3029,99,20,3,160,8,5,26370,5,5
20,0,15,117,2049,99,20,30,94,12,5,6020,5,5
74,0,21,127,1618,99,20,3,87,8,5,21800,5,5
20,0,15,199,638,99,20,3,17,8,5,20747,5,5
7,0,20,126,638,99,20,3,194,8,1,5139,5,4
7,1,30,126,2605,99,20,3,111,8,1,6104,2,5
112,0,18,199,2173,99,20,3,111,8,5,7011,5,5
3,0,21,126,3521,135,20,3,151,8,0,4746,1,0
46,0,18,126,638,99,20,3,194,8,3,5139,5,5
111,0,25,126,2890,84,20,3,160,8,0,6104,0,4
98,0,16,127,1618,99,20,3,194,8,5,4637,0,5
79,0,26,126,2028,99,20,3,35,8,3,15844,2,5
79,0,20,199,3029,99,4,9,194,8,5,16343,5,5
65,0,20,126,2121,99,20,3,109,8,0,11684,1,5
20,0,15,199,2028,99,20,3,133,8,5,21862,5,5
57,0,21,126,448,142,3,3,73,8,0,4637,5,4
28,0,25,126,712,58,20,3,160,8,0,3431,5,0
54,0,21,199,3295,99,20,3,93,8,5,24696,5,5
100,0,21,164,2264,84,20,3,7,8,5,9173,5,5
5,0,16,192,4173,180,15,24,109,8,5,15934,5,5
20,0,15,117,1512,165,20,3,22,8,5,3431,5,5
105,0,29,126,1769,165,20,3,6,8,1,24696,1,0
47,0,16,126,2511,99,20,3,73,8,0,9173,5,5
102,0,7,199,1396,99,20,3,194,8,5,19631,5,5
25,0,20,126,570,13,20,3,73,8,1,15934,1,4
102,0,21,126,3521,135,20,3,6,8,3,8430,1,6
78,0,8,280,3868,163,20,3,87,8,3,19632,2,4
28,0,20,199,1286,175,20,3,73,8,5,14718,5,5
10,0,21,126,3918,77,20,3,109,8,3,14377,0,0
91,0,21,164,1385,112,20,30,194,8,5,19632,5,5
10,0,20,164,31,36,20,3,194,8,5,25296,5,5
35,0,21,199,2594,99,20,3,48,8,5,15107,5,5
19,0,16,127,986,163,20,3,186,8,5,5824,5,5
22,0,21,232,948,175,24,56,194,8,5,15306,5,5
32,1,30,126,2995,91,20,3,111,8,1,15107,2,0
41,0,2,278,301,142,24,56,130,8,5,5824,5,5
92,0,25,126,4119,58,20,3,160,8,3,11419,5,4
69,0,21,127,2333,167,20,3,12,8,5,15306,5,5
20,0,15,127,1503,33,20,3,81,8,5,12834,5,5
60,0,29,232,2989,163,20,3,7,8,5,17324,5,5
20,0,15,199,638,99,20,3,34,8,5,22526,5,5
11,0,16,126,2848,99,20,3,194,8,1,12834,5,5
80,0,20,127,2028,99,20,3,194,8,5,26229,5,5
109,0,20,258,1396,99,20,3,194,8,5,9537,5,5
25,0,10,199,2049,99,20,3,194,8,5,6675,5,5
104,0,0,192,4173,180,15,24,111,8,5,2661,5,5
40,0,10,126,638,99,26,16,194,8,3,21339,1,4
4,0,24,126,1541,163,20,3,6,8,3,6675,0,4
109,0,21,127,1989,99,20,3,73,8,5,16636,5,5
28,0,16,127,3785,99,20,3,194,8,5,2661,5,5
11,0,25,126,2605,99,20,3,194,8,3,25631,5,5
74,0,16,127,1505,163,4,49,194,8,5,15067,1,5
6,0,20,126,2165,163,20,3,18,8,0,3958,2,5
3,0,21,164,3831,152,20,3,87,8,5,18850,5,5
52,0,16,126,999,163,20,3,128,8,0,15067,1,5
57,0,21,126,638,99,20,3,91,8,0,6404,1,5
20,0,15,280,2049,99,20,3,69,8,0,15675,5,5
20,0,15,164,1503,33,20,3,104,8,5,2020,5,5
20,0,15,277,2605,99,24,56,104,8,5,4486,0,5
105,0,20,126,918,163,20,3,109,8,3,6529,2,4
105,0,10,199,2137,176,20,3,87,8,5,24844,5,5
16,0,29,199,2943,167,20,3,48,8,5,2020,5,5
20,0,15,127,2049,99,20,3,126,8,5,6529,5,5
44,0,11,126,2534,163,20,3,130,8,0,24844,1,5
91,0,25,199,3172,163,3,3,18,8,5,22955,5,5
51,0,19,127,2121,99,20,3,194,8,5,22631,0,5
20,0,15,127,1322,174,4,49,17,8,5,15555,2,5
51,0,8,164,2049,99,20,3,111,8,5,1505,5,5
35,0,21,126,4109,99,20,3,194,8,0,24007,2,4
19,0,18,126,2605,99,20,3,29,8,0,22955,2,0
63,0,16,126,2049,99,20,3,194,8,0,22631,1,0
47,0,26,127,838,48,17,35,98,8,5,24007,0,5
20,0,17,122,2605,99,20,30,100,3,5,16535,1,5
9,0,16,164,4003,163,20,30,194,8,5,17372,5,5
70,0,21,126,638,99,20,3,6,8,3,11964,1,5
25,0,18,127,3228,56,20,3,186,8,5,18068,2,5
47,0,21,245,2943,167,20,3,48,8,5,10054,0,5
7,0,20,126,331,163,20,3,160,8,3,18068,1,4
11,0,25,199,2049,99,20,3,194,8,5,19258,5,5
13,0,16,199,1414,31,20,3,109,8,5,10054,5,5
18,0,5,126,3022,0,20,3,29,8,3,17490,1,0
20,0,15,199,1503,33,20,3,11,0,5,6504,5,5
13,0,21,192,4173,180,15,55,194,8,5,905,5,5
9,1,30,117,3785,99,24,56,6,8,5,2665,5,5
62,0,21,126,1475,31,20,3,111,8,0,23831,1,5
20,0,15,164,301,142,20,3,81,8,5,6504,5,5
106,0,29,126,357,163,20,3,194,8,5,2665,1,0
34,0,20,126,860,99,20,3,109,8,1,3239,5,4
77,1,30,127,2049,99,17,35,87,8,5,23598,2,4
77,0,21,126,3868,163,20,3,130,8,0,4966,1,4
47,0,18,164,2557,99,20,3,84,8,5,3239,5,5
62,0,20,126,3021,163,20,3,109,8,0,9942,1,5
46,0,25,127,1867,109,20,3,194,8,5,4966,0,5
20,0,15,164,1461,178,20,30,94,12,5,2781,5,5
103,0,21,164,1337,176,20,30,194,8,5,26044,5,5
70,0,18,126,2149,109,20,3,148,8,1,11638,5,5
74,0,21,126,1105,163,20,3,18,8,1,6445,2,4
22,0,23,280,2943,167,20,3,2,8,3,15133,1,5
17,0,26,127,1414,31,20,3,166,8,5,2781,2,5
25,0,7,126,2460,99,20,3,87,8,3,26044,2,5
97,0,26,126,1385,112,20,3,160,8,0,3271,0,5
20,0,15,127,1512,165,17,35,69,8,5,25834,2,5
97,0,21,126,3270,25,20,3,165,8,3,11921,0,4
37,0,21,126,2605,99,20,3,6,8,0,16232,5,5
40,0,29,126,245,169,20,3,18,8,1,5443,0,0
4,0,20,126,2312,163,20,3,18,8,3,3271,1,0
37,0,29,126,2830,163,20,3,148,8,0,1056,2,5
28,0,20,126,3922,163,20,3,73,8,3,8248,1,5
20,0,15,127,3242,43,20,3,133,8,5,2233,1,5
90,0,21,192,4173,180,15,55,109,8,5,15233,1,5
20,0,15,232,2217,163,24,56,133,8,5,1056,5,5
90,0,29,127,3922,163,20,3,89,8,5,8248,2,5
25,0,24,126,2605,99,20,3,165,8,0,22147,0,5
55,0,20,126,2028,99,20,3,98,8,3,2233,1,5
55,0,16,126,2049,99,20,3,194,8,1,23306,0,5
12,0,21,126,453,163,20,3,26,8,0,21819,1,5
62,0,20,127,2049,99,20,3,194,8,5,10511,2,5
39,0,8,126,2049,99,20,3,194,8,0,10511,0,5
104,0,20,164,638,99,24,56,109,8,5,20186,5,5
20,0,17,122,2501,167,20,3,199,8,5,24189,2,5
109,0,20,199,2848,99,20,3,6,8,5,20637,5,5
17,0,21,126,794,167,20,3,18,8,3,24189,1,4
46,0,21,126,1266,176,20,3,151,8,1,16296,2,6
98,0,16,206,662,167,20,30,184,7,5,21722,5,5
60,0,29,232,3172,163,20,3,165,8,5,24112,5,5
46,0,21,192,4173,180,15,55,89,8,5,24112,2,4
20,0,15,199,1605,150,15,43,11,0,5,13046,5,5
108,0,26,126,3868,163,20,3,50,8,0,17428,1,5
20,0,15,164,2254,82,15,43,11,0,5,22660,5,5
79,0,29,127,2333,167,20,3,12,8,5,25935,0,5
57,0,20,192,4173,180,15,7,160,8,5,22660,5,5
20,0,15,232,628,163,20,3,22,8,5,15857,5,5
20,0,15,164,563,150,15,43,11,0,5,19661,5,5
100,0,25,126,3565,82,20,3,18,8,3,20249,5,5
20,0,17,199,3868,163,4,9,4,8,5,15857,5,5
39,0,1,126,2088,163,20,3,109,8,3,12053,1,5
74,0,21,126,3344,99,20,3,109,8,0,20249,2,5
77,0,16,127,1953,99,20,3,194,8,5,14747,2,5
28,0,21,126,2303,163,20,3,87,8,3,3321,0,5
62,0,16,126,403,99,20,3,50,8,3,24779,1,5
28,0,16,126,956,45,20,3,109,8,0,24222,2,5
105,0,29,126,2943,167,20,3,50,8,0,9561,2,4
65,0,20,126,2577,99,20,3,130,8,0,2877,2,5
102,0,18,164,3021,163,20,3,165,8,5,14424,5,5
102,0,21,126,1730,163,20,3,160,8,0,3914,5,5
78,1,30,126,3956,43,20,3,130,8,0,14424,2,5
25,0,21,126,1753,163,20,3,87,8,1,5949,1,5
28,0,20,126,175,69,20,3,109,8,0,19716,2,5
28,0,20,126,2026,163,20,3,109,8,3,17056,1,4
10,0,19,126,2442,99,20,3,206,8,0,20580,1,5
91,0,19,126,1265,163,20,3,109,8,3,17056,2,5
70,0,7,199,2943,167,20,3,206,8,5,11690,5,5
32,0,25,126,2921,163,20,3,151,8,3,16857,5,4
51,0,25,199,2921,163,20,3,151,8,5,11005,5,5
20,0,15,195,2936,163,20,3,185,8,5,16857,1,5
19,0,21,164,1337,176,20,3,194,8,5,14020,5,5
57,0,20,126,3021,163,20,3,18,8,0,11367,2,5
96,0,21,232,301,142,20,3,87,8,5,11363,5,5
107,0,21,126,636,163,20,3,73,8,3,4288,1,5
60,0,16,126,2049,99,20,3,111,8,0,1338,1,5
18,0,20,136,1503,33,20,30,194,8,5,502,2,5
20,0,15,232,1535,0,15,43,11,0,5,17447,5,5
109,0,20,126,2283,163,20,3,98,8,1,26292,5,5
25,0,25,93,3593,99,24,56,191,8,5,25560,5,5
20,0,15,280,1157,175,20,3,22,8,3,18476,1,0
20,0,15,280,778,31,20,3,133,8,1,26292,2,5
47,0,16,127,2028,99,22,42,194,8,5,11404,1,5
40,0,21,126,3172,163,20,3,111,8,0,24103,1,4
4,0,10,126,2534,163,20,3,151,8,3,11404,1,4
92,0,25,126,2636,78,20,3,151,8,3,18441,5,5
10,0,16,126,323,144,20,3,50,8,0,13996,2,5
20,0,15,136,1512,165,27,3,17,8,5,26294,1,5
51,0,21,126,1498,91,20,3,111,8,1,18266,0,6
109,0,20,199,3868,163,20,3,194,8,5,4058,5,5
10,0,25,126,1969,8,20,3,87,8,3,23791,5,5
98,0,29,126,3142,16,20,3,109,8,0,11723,2,0
55,0,10,126,3172,163,20,3,109,8,0,23791,1,5
62,0,21,126,2049,99,20,3,111,8,0,2797,1,5
20,0,15,127,2670,110,20,3,138,0,5,14396,1,5
46,0,16,280,2511,99,20,3,18,8,1,6501,2,5
97,0,21,126,638,99,20,3,87,8,3,11723,1,4
13,0,20,164,2943,167,20,3,194,8,5,1216,5,5
20,0,15,164,3257,108,15,43,138,0,5,14396,5,5
97,0,21,126,638,99,20,3,109,8,3,1216,1,4
20,0,15,232,2532,0,15,43,11,0,5,18170,5,5
105,0,16,164,2049,99,20,30,194,8,5,6817,5,5
39,0,21,126,2049,99,20,3,109,8,3,16688,5,5
39,0,21,126,3868,163,20,3,160,8,1,2361,2,4
46,1,30,127,3640,138,20,3,6,8,5,17846,0,5
54,0,2,280,3387,8,20,3,118,8,0,16183,5,5
54,0,29,199,2943,167,20,3,98,8,5,16688,5,5
21,0,25,126,2127,163,20,3,109,8,0,14822,5,5
22,0,21,199,3857,8,20,3,151,8,5,2361,5,5
51,0,25,164,4036,142,20,3,128,8,5,15432,5,5
35,0,16,126,1909,3,20,3,91,8,0,6041,0,5
51,0,26,126,2943,167,20,3,111,8,1,1485,1,5
57,0,29,156,2943,167,20,3,48,8,5,20867,1,5
22,0,21,126,2195,163,20,3,6,8,3,17500,2,5
41,0,16,126,3344,99,20,3,18,8,0,23970,2,4
9,0,1,126,1753,163,20,3,87,8,3,25031,2,4
25,0,16,72,4173,121,5,22,169,8,5,21469,5,5
20,0,15,72,4173,121,5,22,7,8,5,2318,5,5
62,0,20,199,1753,163,20,3,87,8,5,14685,2,4
57,0,21,126,2049,99,20,3,109,8,0,8721,2,5
17,0,25,199,1306,99,20,3,48,8,5,15899,5,5
80,0,24,126,3554,150,20,3,18,8,0,20802,0,5
109,0,8,126,1477,100,20,3,50,8,1,5346,2,6
25,0,29,199,3630,99,20,3,48,8,5,15212,5,5
106,0,1,126,1461,178,20,3,160,8,3,20802,0,4
106,0,4,126,973,56,20,3,73,8,0,11565,1,6
9,0,21,126,3868,163,20,3,18,8,3,5346,1,4
77,0,26,127,1396,99,20,3,109,8,5,23558,1,5
20,0,15,199,996,163,20,3,133,8,5,7748,5,5
25,0,2,126,65,163,20,3,111,8,0,12163,2,4
47,0,25,127,3917,99,22,42,2,8,5,10193,5,5
46,0,21,72,4173,121,5,22,194,8,5,10193,5,5
17,0,16,127,1306,99,20,3,194,8,5,2617,0,5
103,0,29,126,2064,163,20,3,18,8,1,22182,1,5
37,0,19,72,4173,121,5,22,73,8,5,18587,5,5
20,0,15,127,515,99,20,3,69,8,5,23330,2,5
70,0,21,126,1322,174,20,3,18,8,3,25867,2,5
20,0,15,232,1503,33,20,3,14,8,5,18858,5,5
55,1,30,126,3155,99,20,3,109,8,0,14214,1,5
28,0,20,72,4173,121,5,22,87,8,5,17046,5,5
20,0,15,126,1351,91,20,3,81,8,1,14742,5,4
80,0,16,126,554,131,20,3,194,8,0,13349,1,0
7,0,20,126,1385,112,20,3,111,8,0,8713,0,5
109,0,18,199,1114,163,20,3,18,8,5,11556,5,5
20,0,15,243,2049,99,24,56,22,8,5,25862,5,0
46,0,24,126,3427,150,20,3,160,8,1,20452,5,4
20,0,15,258,3683,3,15,43,133,8,5,13349,5,5
46,0,16,199,1414,31,20,3,109,8,5,25862,2,4
67,0,7,232,3053,138,3,30,16,5,5,4042,5,5
20,0,15,232,3722,163,20,3,104,8,5,4503,5,5
79,0,26,72,4173,121,5,22,33,0,5,20451,5,5
25,0,18,126,2511,99,20,3,111,8,1,7450,1,5
62,1,30,126,1505,163,20,3,18,8,1,1688,1,4
5,0,16,126,297,163,20,3,18,8,3,7450,1,5
47,0,21,280,2121,99,20,3,89,8,0,19405,2,5
60,0,16,126,2605,99,20,3,194,8,0,4518,2,5
39,0,21,280,4109,99,20,3,118,8,0,19881,5,5
100,0,21,72,4173,121,5,22,194,8,5,4042,5,5
105,0,25,258,1708,28,20,30,192,5,5,4518,4,5
16,0,16,72,4173,121,5,22,18,8,5,19405,5,5
20,0,15,127,2028,99,20,3,41,8,5,11892,1,5
20,0,15,72,4173,121,5,22,81,8,5,22048,5,5
20,0,15,199,3110,163,20,3,133,8,5,8362,5,5
102,0,21,126,3487,8,20,3,111,8,0,10189,1,4
20,0,15,72,4173,121,5,22,133,8,5,3811,5,5
78,0,20,72,4173,121,5,22,114,11,5,3559,5,5
20,0,15,199,2943,167,24,56,22,8,5,8362,5,5
78,0,16,127,2943,167,20,3,194,8,5,18226,5,5
91,0,18,126,1989,99,20,3,111,8,3,24100,1,5
20,0,15,127,175,69,23,35,126,8,5,4881,0,5
20,0,15,127,3475,99,20,3,69,8,5,9368,5,5
10,0,23,126,778,31,20,3,98,8,0,7448,2,5
10,0,24,126,546,2,20,3,73,8,0,4881,0,6
20,0,17,126,2823,163,20,3,194,8,3,9368,1,5
41,0,20,179,572,99,24,56,165,8,5,5401,1,5
60,0,16,126,339,163,20,3,109,8,0,8959,2,4
19,0,20,126,2303,163,20,3,50,8,0,8959,1,4
