Agent_id,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget,status
35,16,126,1475,31,20,3,109,8,3,2648,5,5,0
4,25,126,1351,91,20,3,111,8,1,1047,0,4,0
25,16,127,316,99,20,3,160,8,5,6135,2,5,0
20,15,195,2921,163,20,3,106,8,5,12618,5,5,0
78,29,280,2943,167,20,3,200,8,0,23687,0,4,0
20,15,127,778,31,20,3,69,8,5,17301,5,5,0
91,16,126,3868,163,20,3,200,8,0,18712,1,5,0
112,20,127,4062,163,20,3,82,8,5,2389,5,5,0
9,16,136,2173,99,27,3,29,8,5,19872,1,5,0
90,15,127,1038,163,3,3,194,8,5,7502,1,5,0
20,15,195,1306,99,20,3,113,8,5,14948,5,5,0
20,15,277,2605,99,24,56,104,8,5,4486,0,5,0
74,21,126,3868,163,20,3,91,8,1,18123,1,4,0
100,16,126,3868,163,20,3,73,8,1,26402,1,5,0
51,2,280,2028,99,20,3,191,8,5,20611,5,5,0
20,15,199,3344,99,20,30,133,8,5,15748,5,5,0
16,16,164,1527,99,3,3,194,8,5,21521,5,5,0
89,21,126,2121,99,20,3,165,8,0,24441,0,5,0
35,16,199,3344,99,20,3,194,8,5,18183,5,5,0
53,21,280,2628,99,20,3,200,8,0,3316,1,4,0
105,10,126,2195,163,20,3,111,8,0,17784,2,5,0
104,20,126,1082,163,20,3,194,8,3,11806,1,4,0
37,19,127,1185,99,20,3,194,8,5,23168,5,5,0
18,21,126,2943,167,20,3,151,8,3,180,1,5,0
40,16,126,270,163,20,3,29,8,0,16316,1,5,0
4,21,199,638,99,20,3,191,8,5,15647,5,5,0
105,16,164,3987,163,3,3,73,8,5,3764,5,5,0
39,18,126,4085,163,20,3,206,8,3,20258,0,5,0
77,21,126,2458,8,20,3,18,8,0,4876,1,4,0
91,7,126,749,163,20,3,87,8,3,16774,1,4,0
15,20,126,2070,163,20,3,50,8,0,367,1,0,0
78,30,164,2605,99,20,3,174,8,5,15394,5,5,1
69,29,126,2596,163,20,3,194,8,0,20238,1,4,0
52,20,126,778,31,20,3,18,8,0,3755,0,5,0
20,15,164,2995,91,20,30,81,8,5,9131,5,5,0
16,20,126,3029,99,20,3,109,8,3,26079,2,0,0
20,15,280,407,91,20,3,17,8,0,4699,1,4,0
10,20,195,2534,163,20,3,201,8,5,18158,1,5,0
103,21,126,19,163,20,3,37,8,0,14373,0,5,0
6,18,127,2943,167,20,3,128,8,5,3625,5,5,0
65,16,126,3868,163,20,3,194,8,1,18720,1,4,0
100,5,126,3868,163,20,3,109,8,3,24906,1,4,0
60,29,126,301,142,20,3,87,8,1,16195,0,4,0
51,25,164,2605,99,20,3,129,8,5,7175,5,5,0
20,15,280,840,163,20,3,47,8,0,14256,2,5,0
61,20,126,1753,163,20,3,87,8,0,14159,0,4,0
57,30,126,3868,163,20,3,91,8,0,7437,1,4,1
111,21,126,1651,171,20,3,194,8,0,1848,1,0,0
20,15,280,3624,163,20,3,12,8,0,4979,1,5,0
21,16,280,1737,167,20,3,4,8,0,17636,2,5,0
20,15,127,2583,167,17,35,186,8,5,2338,2,5,0
13,16,127,3513,138,20,3,7,8,5,7717,2,5,0
78,30,126,3688,163,20,3,194,8,0,6335,1,0,1
4,7,93,598,163,3,3,194,8,5,6160,5,5,0
20,15,127,1049,118,3,3,11,0,5,20098,1,5,0
102,30,126,1369,163,20,3,87,8,0,14135,1,5,1
24,21,126,3868,163,20,3,109,8,3,24305,1,4,0
16,29,126,3688,163,20,3,18,8,0,7162,1,4,0
39,20,126,3172,163,20,3,165,8,1,19465,2,5,0
47,25,127,3917,99,22,42,2,8,5,10193,5,5,0
57,30,126,3868,163,20,3,148,8,0,21586,1,5,1
111,25,126,3056,24,20,3,111,8,0,5076,0,5,0
57,30,117,1870,0,20,3,133,8,5,5801,5,5,1
46,15,136,1306,99,20,3,69,8,5,16169,2,5,0
56,26,126,1414,31,20,3,48,8,0,23023,5,5,0
46,21,126,3868,163,20,3,130,8,0,25741,1,4,0
109,21,280,3857,8,17,28,194,8,0,8468,0,0,0
109,15,232,3003,132,9,3,111,8,5,17558,5,5,0
20,17,65,4119,58,20,30,4,8,5,7909,0,5,0
90,21,126,2544,163,20,3,73,8,3,7334,1,6,0
79,30,126,2376,163,20,3,111,8,0,1002,5,5,1
41,21,195,2333,167,20,3,57,8,5,23375,1,5,0
98,30,126,2504,163,20,3,73,8,3,13471,2,4,1
70,21,126,2028,99,20,3,87,8,0,11542,2,5,0
20,15,195,2460,99,20,3,133,8,5,15025,1,5,0
4,23,126,1959,163,20,3,109,8,0,23216,1,4,0
20,15,127,696,163,20,3,133,8,5,10550,1,5,0
62,21,195,1578,13,20,3,95,8,5,13129,2,5,0
103,19,126,1541,163,20,3,6,8,0,24563,1,5,0
90,20,280,1762,163,20,3,160,8,0,20725,1,5,0
28,1,126,2333,167,20,3,188,8,3,25117,1,5,0
109,29,126,2830,163,20,3,50,8,0,3181,1,5,0
103,20,126,1196,163,20,3,91,8,3,17108,0,4,0
20,15,258,103,99,4,9,194,8,5,12844,5,5,0
10,30,117,1541,163,24,56,130,8,5,23917,5,5,1
46,24,219,4173,180,15,48,130,8,5,12129,4,4,0
98,20,164,1396,99,20,30,194,8,5,9863,1,6,0
9,21,126,4085,163,20,3,206,8,3,25428,1,5,0
79,2,126,3868,163,20,3,6,8,0,17149,1,5,0
20,15,127,1753,163,20,3,81,8,5,17538,2,5,0
102,16,126,2258,163,20,3,109,8,0,25039,1,5,0
6,18,126,3868,163,20,3,111,8,1,4653,1,4,0
25,21,127,3172,163,20,3,93,8,5,3798,2,5,0
20,15,126,133,163,20,3,81,8,0,4211,1,4,0
20,15,164,1405,163,20,30,133,8,5,13538,5,5,0
13,15,280,2049,99,20,3,22,8,3,2840,2,5,0
7,18,126,588,163,20,3,160,8,1,21144,1,4,0
77,20,126,1306,99,20,3,130,8,1,21288,2,4,0
25,16,126,3758,142,20,3,29,8,3,22337,2,5,0
12,29,126,840,163,20,3,6,8,1,19114,2,4,0
77,20,126,3344,99,20,3,29,8,1,18939,1,4,0
60,20,126,3868,163,20,3,18,8,1,3938,1,4,0
55,16,126,2108,37,20,3,194,8,0,3936,5,5,0
97,16,127,3311,95,24,56,109,8,5,21093,4,4,0
65,20,126,3868,163,20,3,130,8,0,1759,1,4,0
62,20,199,4085,163,20,3,111,8,5,12671,5,5,0
5,11,117,1720,163,20,3,109,8,5,21549,5,5,0
79,16,126,3868,163,20,3,194,8,0,16225,1,0,0
40,1,127,2457,173,20,3,57,8,5,20532,5,5,0
91,2,232,1633,99,20,3,89,8,5,6811,5,5,0
70,21,126,1154,163,20,3,194,8,1,15856,2,6,0
105,30,126,2127,163,20,3,109,8,0,7403,1,4,1
98,7,126,1414,31,20,3,194,8,0,2703,1,4,0
80,26,126,778,31,20,3,73,8,0,2230,1,5,0
80,25,126,1189,99,20,3,151,8,3,7537,5,5,0
1,20,126,1753,163,20,3,87,8,1,11030,2,4,0
37,20,126,3504,163,20,3,111,8,0,3680,2,5,0
20,15,127,3758,142,20,3,81,8,5,4338,2,5,0
62,20,280,3832,163,20,3,111,8,0,11233,1,4,0
53,20,126,3868,163,20,3,35,8,0,12237,1,5,0
100,21,136,2049,99,20,30,151,8,5,8885,2,5,0
109,21,126,700,176,20,3,165,8,3,11682,1,4,0
61,30,126,3832,163,20,3,6,8,0,13975,1,4,1
78,8,195,2943,167,20,3,89,8,5,10126,5,5,0
39,21,126,331,163,20,3,194,8,3,13077,1,4,0
80,16,126,1306,99,20,3,73,8,0,3234,1,5,0
74,25,126,133,163,20,3,87,8,0,617,5,5,0
70,20,278,3344,99,20,30,194,8,5,21572,5,5,0
103,20,136,638,99,20,30,194,8,5,2702,0,5,0
70,0,126,3868,163,20,3,91,8,3,7712,0,4,0
20,15,280,638,99,20,3,133,8,0,11557,1,4,0
105,29,127,2943,167,20,3,35,8,5,5975,1,5,0
92,7,126,2504,163,20,3,128,8,0,8751,0,5,0
46,21,18,4173,180,15,4,188,8,5,15773,0,5,0
111,21,127,3344,99,20,3,84,8,5,1438,2,5,0
70,18,126,2600,163,20,3,6,8,1,8974,1,5,0
5,20,126,2655,56,20,3,18,8,0,5044,1,5,0
17,25,126,626,178,20,3,109,8,1,1795,5,5,0
28,10,126,2446,163,20,3,91,8,3,13988,1,4,0
3,11,126,815,165,20,3,18,8,0,23379,1,5,0
21,20,126,297,163,20,3,151,8,3,3931,2,4,0
20,15,280,2943,167,20,3,17,8,0,25339,5,5,0
13,16,126,2127,163,20,3,194,8,0,16453,1,0,0
74,20,126,3150,163,20,3,91,8,3,6200,2,4,0
47,18,232,2028,99,9,3,73,8,5,15544,5,5,0
55,21,127,1081,163,20,3,194,8,5,14156,2,0,0
109,20,280,3506,163,20,3,48,8,0,2407,1,0,0
67,26,280,1541,163,20,3,23,8,1,8429,2,5,0
17,20,126,3868,163,20,3,194,8,1,11877,2,4,0
16,25,280,2943,167,20,3,35,8,3,78,5,5,0
109,21,127,2049,99,20,3,48,8,5,8595,2,5,0
65,29,127,2460,99,20,3,165,8,5,24782,5,5,0
74,16,136,2049,99,20,30,194,8,5,14173,1,5,0
100,16,126,2943,167,20,3,18,8,0,25219,2,5,0
47,30,126,3868,163,20,3,109,8,0,16820,1,4,1
74,20,126,4003,163,20,3,111,8,3,1146,1,4,0
105,16,126,2544,163,20,3,29,8,3,11288,1,4,0
4,20,232,1541,163,20,3,4,8,5,2820,5,5,0
40,20,170,4173,180,28,10,194,8,5,18680,5,0,0
20,15,280,1939,163,20,3,133,8,0,12662,2,4,0
92,20,126,65,163,20,3,18,8,0,23095,1,4,0
62,21,126,297,163,20,3,98,8,3,9216,1,5,0
21,8,126,234,163,20,3,87,8,0,26107,1,5,0
55,29,126,2943,167,20,3,98,8,3,16746,1,5,0
62,16,199,2511,99,20,3,48,8,5,3429,5,5,0
20,15,164,583,150,15,43,78,0,5,15571,5,5,0
100,20,126,3868,163,20,3,91,8,0,4945,1,4,0
104,10,126,3172,163,20,3,18,8,3,2953,2,0,0
21,21,126,2092,163,20,3,6,8,3,25943,1,5,0
14,16,126,2923,163,20,3,160,8,0,25106,5,5,0
57,20,199,65,163,20,3,109,8,5,1925,5,5,0
100,20,280,3531,163,20,3,57,8,0,1905,1,4,0
5,16,136,2333,167,12,0,48,8,5,6002,5,5,0
62,20,126,3505,163,20,3,18,8,0,5791,1,4,0
105,25,18,4173,180,15,4,73,8,5,26026,4,5,0
37,21,126,1243,163,20,3,151,8,3,22505,0,4,0
22,25,126,297,163,20,3,18,8,0,9408,5,5,0
57,21,199,1107,163,3,3,188,8,5,18985,5,5,0
14,24,126,3868,163,20,3,194,8,0,20165,0,5,0
12,25,126,2384,163,20,3,151,8,0,13767,5,5,0
109,16,136,2605,99,24,56,6,8,5,22495,2,5,0
106,21,126,1894,163,20,3,109,8,0,22016,1,5,0
61,25,126,3172,163,20,3,109,8,0,4142,0,5,0
20,15,126,2341,142,20,3,81,8,1,15812,5,5,0
21,21,126,3868,163,20,3,148,8,0,6293,2,4,0
20,15,280,1334,163,20,3,198,8,3,2076,1,4,0
10,16,136,796,99,20,30,194,8,5,15251,2,5,0
51,10,126,103,99,20,3,194,8,0,21016,5,5,0
20,15,117,2605,99,20,30,81,8,5,26310,5,5,0
54,20,127,1746,163,22,42,57,8,5,6220,2,5,0
20,15,258,1253,131,24,56,11,0,5,25832,0,5,0
98,21,126,1541,163,20,3,109,8,0,20092,1,5,0
53,21,126,3172,163,20,3,151,8,3,16516,1,4,0
77,16,136,289,3,27,3,194,8,5,13972,2,0,0
32,25,126,2127,163,20,3,109,8,0,14061,5,5,0
12,30,232,2164,163,20,3,91,8,5,7265,5,5,1
20,15,192,4173,180,15,12,7,8,5,274,6,5,0
20,15,127,999,163,20,3,22,8,5,4696,2,5,0
19,10,126,175,69,20,3,109,8,0,2267,1,5,0
92,20,280,3256,163,20,3,57,8,0,4691,1,4,0
20,15,280,3511,3,20,3,47,8,0,688,2,5,0
20,15,280,3029,99,20,3,81,8,3,16596,5,5,0
20,15,126,1351,91,17,35,43,8,0,14130,2,5,0
32,25,126,902,163,20,3,87,8,0,19470,5,4,0
41,29,280,956,45,20,3,18,8,3,120,1,0,0
92,20,126,2767,163,20,3,87,8,0,2303,2,5,0
98,29,245,2605,99,20,3,174,8,5,22672,5,5,0
54,20,126,3743,100,20,3,18,8,3,2467,2,4,0
55,20,126,3275,163,20,3,73,8,1,7375,1,0,0
6,16,126,3868,163,20,3,18,8,1,1361,2,4,0
41,18,156,2716,157,20,3,95,8,5,26025,1,5,0
20,15,126,2985,0,20,3,81,8,0,1315,1,5,0
61,21,126,2921,163,20,3,151,8,3,22868,5,0,0
62,15,126,3670,99,20,3,194,8,0,18953,0,4,0
62,30,199,3917,99,20,3,128,8,5,17247,5,5,1
109,20,278,1799,150,20,3,194,8,5,23608,5,5,0
4,10,126,1475,31,20,3,109,8,0,25449,0,5,0
52,20,164,142,163,20,3,48,8,5,20995,5,5,0
12,8,126,3240,163,3,3,87,8,0,18048,1,5,0
103,15,126,2249,167,20,3,186,8,0,20305,2,5,0
109,21,126,2464,163,20,3,186,8,0,4246,1,0,0
65,26,126,142,163,20,3,188,8,0,24968,2,5,0
46,20,127,2460,99,20,3,166,8,5,13805,1,5,0
12,30,164,1165,161,20,30,174,8,5,23672,5,5,1
47,16,199,1059,163,20,3,109,8,5,22094,5,5,0
47,20,126,2991,163,20,3,98,8,0,19127,2,6,0
7,25,126,1390,0,20,3,194,8,0,11730,5,0,0
51,2,18,4173,180,15,24,109,8,5,7591,5,5,0
46,21,127,407,91,20,3,188,8,5,18481,2,5,0
40,30,136,792,163,20,3,91,8,5,23835,1,5,1
20,15,280,2501,167,17,35,12,8,0,5793,0,5,0
14,19,232,2460,99,12,0,73,8,5,23666,5,5,0
34,20,164,331,163,20,30,87,8,5,7768,5,5,0
62,30,126,3868,163,20,3,130,8,0,23814,1,4,1
103,20,164,133,163,20,30,194,8,5,13469,5,5,0
39,16,129,4173,121,15,8,194,8,5,5689,5,5,0
16,21,126,3868,163,20,3,160,8,0,14193,1,4,0
78,20,126,681,163,20,3,73,8,3,25664,1,4,0
102,7,126,1264,31,20,3,151,8,3,18716,1,4,0
54,21,126,2077,163,20,3,87,8,0,13871,1,4,0
60,25,232,2887,100,9,3,194,8,5,19516,5,5,0
4,29,126,1989,99,20,3,151,8,1,18806,2,4,0
18,15,126,3420,142,20,3,128,8,1,5300,2,0,0
78,21,126,270,163,20,3,130,8,1,8662,1,5,0
109,21,127,2943,167,20,3,98,8,5,22834,2,5,0
20,15,232,26,150,20,30,11,0,5,47,5,5,0
6,15,280,2943,167,20,3,18,8,5,1023,2,4,0
7,10,126,493,118,20,3,194,8,0,2345,1,5,0
51,21,126,3543,0,20,3,165,8,3,2500,5,4,0
103,20,126,2511,99,20,3,165,8,0,7535,2,5,0
28,21,126,1577,163,20,3,87,8,3,22238,2,4,0
55,21,126,1369,163,20,3,73,8,3,3860,5,5,0
102,18,126,2943,167,20,3,87,8,0,16716,2,0,0
91,16,126,778,31,20,3,194,8,0,10717,1,5,0
70,18,258,3868,163,9,3,194,8,5,20395,0,5,0
46,29,192,4173,180,15,12,7,8,5,18509,2,0,0
95,21,126,4085,163,20,3,18,8,0,9759,1,5,0
41,20,126,3169,163,20,3,194,8,0,10070,2,0,0
20,15,126,3868,163,20,3,81,8,0,14327,2,4,0
62,24,126,2049,99,20,3,50,8,0,16300,5,4,0
111,21,126,28,131,20,3,109,8,0,7788,1,4,0
19,15,199,3150,163,20,3,194,8,5,22677,5,5,0
20,15,127,1475,31,20,3,133,8,5,9912,1,5,0
35,21,232,245,169,20,3,128,8,5,1553,5,5,0
106,19,18,4173,180,15,24,111,8,5,8365,5,5,0
32,16,126,331,163,20,3,29,8,0,5293,1,4,0
74,15,199,1577,163,20,3,194,8,5,1273,5,5,0
70,0,126,3172,163,20,3,18,8,0,17921,1,5,0
74,16,126,3868,163,20,3,98,8,0,2609,1,5,0
37,20,280,1503,33,17,35,81,8,1,16208,1,4,0
17,16,127,1306,99,20,3,194,8,5,2617,0,5,0
57,30,126,2575,163,20,3,18,8,0,19310,1,4,1
106,20,126,1322,174,20,3,84,8,0,113,2,5,0
9,16,126,297,163,17,28,18,8,0,20809,1,5,0
28,16,127,2943,167,20,3,206,8,5,22196,5,5,0
13,30,164,859,163,20,3,165,8,5,9834,5,5,1
78,20,126,1753,163,20,3,194,8,3,19900,2,4,0
24,20,126,1441,8,20,3,109,8,0,5781,0,4,0
20,15,127,880,163,3,3,153,8,5,9329,2,5,0
90,21,126,3868,163,20,3,109,8,3,6914,1,4,0
69,19,126,1154,163,20,3,109,8,0,1280,0,5,0
40,24,127,335,158,17,35,194,8,5,25347,5,5,0
78,30,199,2655,56,20,3,98,8,5,24420,5,5,1
105,29,126,1243,163,20,3,98,8,1,3933,2,0,0
100,24,126,2605,99,20,3,194,8,0,12190,5,4,0
60,16,164,546,2,20,3,194,8,5,1916,2,0,0
19,21,199,323,144,20,3,50,8,5,24996,5,5,0
53,21,280,4109,99,20,3,87,8,1,10604,5,5,0
65,30,126,2028,99,20,3,165,8,3,14225,2,5,1
98,24,126,2127,163,20,3,111,8,3,2966,5,5,0
40,20,160,2995,91,24,56,18,8,5,5468,5,5,0
104,21,126,1541,163,17,28,87,8,0,18791,1,5,0
57,20,126,588,163,20,3,160,8,1,21608,1,4,0
14,26,18,4173,180,15,24,98,8,5,18674,5,5,0
20,15,199,2049,99,20,3,133,8,5,22320,5,5,0
69,21,127,75,99,20,3,194,8,5,19038,5,5,0
97,21,126,905,163,20,3,73,8,0,14372,1,4,0
17,7,126,3169,163,20,3,130,8,0,16037,2,4,0
98,20,126,817,0,20,3,87,8,1,6965,1,4,0
13,21,126,2936,163,20,3,111,8,0,22851,1,5,0
40,21,126,2127,163,20,3,109,8,3,25433,5,5,0
35,16,126,2605,99,20,3,194,8,0,4335,2,4,0
5,21,126,3253,163,20,3,29,8,3,17126,1,4,0
80,10,126,627,131,20,3,130,8,3,10290,5,5,0
25,26,164,3056,24,20,3,133,8,5,20347,5,5,0
22,30,232,1541,163,20,3,111,8,5,10265,5,5,1
52,21,126,3868,163,20,3,35,8,0,20972,1,5,0
20,15,127,3868,163,3,3,17,8,5,14768,2,5,0
20,15,126,1414,31,20,3,81,8,0,21249,1,0,0
69,21,126,1306,99,20,3,109,8,0,19329,0,5,0
6,21,126,1032,163,20,3,35,8,3,9721,2,5,0
102,25,126,589,163,20,3,128,8,0,2944,5,5,0
20,15,280,2049,99,20,3,104,8,3,8082,5,4,0
57,7,126,1740,163,20,3,18,8,0,8732,2,4,0
16,20,192,4173,180,15,34,98,8,5,7988,5,5,0
22,21,126,1503,33,20,3,109,8,0,14318,2,4,0
35,29,126,1396,99,20,3,29,8,0,5850,0,5,0
20,15,280,3884,163,24,56,81,8,3,23037,2,4,0
4,16,280,2943,167,20,3,201,8,0,10351,1,5,0
28,21,126,1055,6,20,3,151,8,3,9198,2,4,0
78,26,280,3630,99,20,3,6,8,0,21190,2,5,0
69,21,126,154,89,20,3,111,8,0,8231,1,4,0
74,0,280,1369,163,20,3,89,8,3,8664,1,4,0
37,21,280,2897,163,17,28,109,8,3,11498,5,4,0
90,21,126,2943,167,20,3,206,8,0,18934,2,5,0
54,20,126,2897,163,20,3,165,8,3,8973,2,4,0
111,25,126,3172,163,20,3,165,8,3,24601,5,4,0
89,21,126,3868,163,20,3,109,8,0,22234,2,5,0
57,30,126,19,163,20,3,18,8,0,26001,1,4,1
98,16,126,4105,41,20,3,194,8,0,1115,1,5,0
20,15,126,3698,163,20,3,186,8,1,17684,1,4,0
4,16,126,3294,163,20,3,29,8,0,13933,1,4,0
40,30,164,2780,163,20,3,130,8,5,20737,5,5,1
45,16,126,2605,99,20,3,194,8,0,18222,5,4,0
20,15,280,2028,99,12,0,81,8,0,4293,1,4,0
18,15,77,2173,99,20,30,208,13,5,24718,0,5,0
46,26,127,2943,167,20,3,7,8,5,21239,2,5,0
25,0,280,1059,163,20,3,23,8,0,3703,1,4,0
40,20,127,2333,167,20,3,109,8,5,24843,1,5,0
32,0,280,1620,163,20,3,95,8,0,26312,1,4,0
20,15,126,3785,99,20,3,194,8,1,23529,0,4,0
62,21,126,3868,163,20,3,6,8,0,13442,5,5,0
51,21,126,2073,145,20,3,194,8,0,10772,2,0,0
57,25,126,3295,99,20,3,148,8,0,8925,0,5,0
92,20,126,2067,99,20,3,151,8,0,20017,1,5,0
69,21,126,31,36,20,3,111,8,0,24465,1,5,0
14,21,126,778,31,20,3,87,8,3,13414,1,5,0
52,25,199,1813,163,20,3,148,8,5,10742,5,5,0
9,20,18,4173,180,15,24,109,8,5,20930,5,5,0
97,21,232,3868,163,20,3,18,8,5,25682,5,5,0
20,15,280,3861,163,20,3,64,8,3,19483,2,4,0
54,21,127,2605,99,20,3,118,8,5,3059,2,5,0
20,15,164,2057,131,15,43,11,0,5,15219,5,5,0
20,15,232,2067,99,20,30,81,8,5,18430,5,5,0
104,21,126,2943,167,20,3,130,8,1,19765,2,4,0
112,20,126,3868,163,20,3,194,8,0,25385,1,0,0
40,21,280,2943,167,20,3,18,8,3,9513,2,5,0
109,7,126,1322,174,20,3,130,8,1,20286,0,4,0
91,16,126,3493,163,20,3,160,8,0,20589,1,4,0
65,21,126,3034,163,20,3,73,8,0,7655,1,5,0
32,0,126,438,163,20,3,18,8,0,16821,0,4,0
63,0,280,1541,163,20,3,95,8,0,15789,0,4,0
105,16,199,3868,163,20,3,57,8,5,20715,1,5,0
13,8,126,2127,163,20,3,109,8,3,20504,0,5,0
37,2,126,1541,163,20,3,87,8,0,5178,1,4,0
20,15,164,2049,99,20,3,47,8,5,21001,5,5,0
37,21,126,3868,163,20,3,91,8,0,10915,1,4,0
19,1,18,4173,180,15,4,111,8,5,17016,2,4,0
16,20,18,4173,180,15,24,165,8,5,22741,5,5,0
41,15,126,3338,163,20,3,6,8,0,22134,2,4,0
65,16,126,2943,167,17,35,73,8,3,2023,5,5,0
111,9,126,1292,163,20,3,151,8,3,23803,0,4,0
14,20,18,4173,180,15,24,187,8,5,12414,5,5,0
100,20,126,2943,167,20,3,109,8,0,6667,1,5,0
92,20,126,706,163,20,3,87,8,0,14234,1,4,0
75,20,126,297,163,20,3,18,8,0,15334,5,4,0
10,30,232,2767,163,19,30,174,8,5,7713,5,5,1
63,25,126,3868,163,20,3,194,8,3,13352,5,4,0
109,16,164,1056,149,9,3,194,8,5,6147,5,5,0
35,4,164,2283,163,24,56,109,8,5,8895,5,5,0
47,16,232,883,175,9,3,194,8,5,22213,5,5,0
20,15,199,3194,163,20,3,133,8,5,20007,5,5,0
37,2,126,2943,167,20,3,109,8,0,13186,0,5,0
62,30,199,339,163,20,3,18,8,5,4988,5,5,1
6,7,126,3868,163,20,3,6,8,1,14249,2,5,0
39,18,126,1411,174,20,3,109,8,0,6362,1,5,0
20,15,164,1820,112,20,30,133,8,5,18499,5,5,0
20,15,280,3868,163,20,3,22,8,3,11104,0,4,0
97,30,164,3868,163,20,30,194,8,5,10586,5,5,1
20,15,127,1959,163,20,3,7,8,5,25828,1,5,0
92,20,232,1743,163,20,3,18,8,5,7042,5,5,0
10,26,126,306,99,20,3,50,8,0,21186,2,5,0
7,15,127,971,163,3,3,194,8,5,15304,5,5,0
20,15,232,3309,136,15,43,80,6,5,25041,5,5,0
20,15,280,478,163,20,3,22,8,0,11219,1,4,0
97,21,164,175,69,20,3,61,8,5,5584,5,5,0
6,21,126,704,163,20,3,18,8,1,1658,1,4,0
91,21,199,1475,31,20,3,194,8,5,14501,5,5,0
92,10,126,2943,167,20,3,87,8,0,13303,2,5,0
63,25,199,2127,163,20,3,109,8,5,19096,5,4,0
51,30,126,2544,163,20,3,18,8,3,13294,2,5,1
20,15,126,2026,163,20,3,81,8,3,5655,1,5,0
52,21,126,297,163,20,3,18,8,1,15880,2,4,0
4,30,126,19,163,20,3,130,8,0,15083,1,4,1
90,25,126,2921,163,20,3,151,8,3,21626,5,4,0
17,30,232,1943,163,20,3,130,8,5,12746,5,5,1
92,15,126,3521,135,20,3,111,8,1,2832,1,0,0
9,21,127,1057,163,3,3,118,8,5,20230,2,5,0
20,15,280,2921,163,20,3,166,8,0,14333,2,5,0
10,10,280,2921,163,20,3,50,8,3,1180,2,0,0
20,15,280,3021,163,20,3,133,8,3,5273,1,4,0
105,24,232,2483,0,9,3,73,8,5,4552,5,5,0
54,18,126,2897,163,20,3,148,8,1,7390,0,5,0
90,21,126,790,163,20,3,151,8,3,8813,1,5,0
17,18,232,3818,131,9,3,6,8,5,9703,5,5,0
57,21,127,3741,163,20,3,188,8,5,2680,1,5,0
10,30,126,1959,163,3,3,6,8,3,19953,1,6,1
79,29,126,1598,163,20,3,73,8,3,9639,5,4,0
104,18,126,2921,163,20,3,151,8,1,1830,2,4,0
39,1,127,297,163,20,3,111,8,5,3513,0,5,0
92,25,126,2067,99,20,3,109,8,0,25254,5,5,0
13,16,126,638,99,20,3,200,8,3,17895,5,5,0
20,15,117,2758,163,20,3,81,8,5,1533,5,5,0
41,16,126,4084,99,20,3,109,8,0,20284,5,5,0
54,5,258,900,166,20,3,133,8,5,12502,5,5,0
17,10,126,2605,99,20,3,194,8,0,11143,2,4,0
103,20,126,1308,163,20,3,111,8,0,3600,1,0,0
106,8,126,2127,163,20,3,109,8,0,14485,0,5,0
21,29,199,1292,163,20,3,208,13,5,1524,5,5,0
98,30,164,1200,163,20,3,73,8,5,2582,5,4,1
92,16,126,297,163,20,3,18,8,3,22138,2,4,0
51,25,158,1866,163,20,3,91,8,5,978,0,5,0
40,10,126,3172,163,20,3,109,8,1,17642,1,5,0
7,25,280,2121,99,20,3,160,8,3,19821,5,5,0
103,30,126,3868,163,20,3,18,8,0,16067,1,4,1
79,21,280,3868,163,12,0,194,8,3,14988,5,5,0
20,15,199,1727,176,20,30,207,11,5,3768,5,5,0
35,7,126,2127,163,20,3,151,8,1,838,1,6,0
62,15,258,1461,178,20,3,194,8,5,419,5,5,0
17,20,126,1781,165,20,3,148,8,0,2248,1,4,0
70,16,126,1475,31,20,3,206,8,0,21799,2,5,0
10,20,258,1535,0,20,30,194,8,5,24720,1,5,0
32,21,126,2123,8,20,3,87,8,3,2719,1,5,0
37,30,126,1731,142,20,3,109,8,0,13312,1,4,1
60,29,126,3868,163,20,3,194,8,1,7877,1,4,0
19,2,245,2605,99,20,3,194,8,5,8324,2,5,0
104,21,280,3970,163,20,3,191,8,0,5700,1,5,0
25,20,126,1894,163,20,3,50,8,3,11008,2,0,0
20,15,280,2277,176,20,3,34,8,0,24250,2,4,0
21,16,126,3803,99,12,0,73,8,0,5113,1,5,0
73,21,126,4067,163,20,3,87,8,0,9318,2,4,0
106,20,280,2357,68,20,3,18,8,3,16845,1,5,0
63,29,126,2127,163,20,3,165,8,1,20830,5,4,0
35,21,126,859,163,20,3,130,8,3,16202,1,5,0
62,16,126,2976,163,20,3,130,8,3,15036,1,4,0
105,21,126,2819,91,20,3,194,8,3,1103,2,5,0
39,25,126,357,163,20,3,98,8,0,20498,5,4,0
112,25,127,1475,31,20,3,82,8,5,13206,0,5,0
20,15,127,905,163,3,3,47,8,5,16896,2,5,0
37,15,232,1091,90,20,3,194,8,5,15178,5,5,0
74,23,126,3886,163,24,56,128,8,0,21451,1,5,0
103,29,245,2340,163,20,3,194,8,5,24495,2,5,0
63,10,126,2092,163,20,3,87,8,1,2019,1,4,0
6,25,127,2049,99,20,3,194,8,5,20740,5,5,0
46,16,127,1753,163,20,3,194,8,5,6569,5,5,0
57,30,126,438,163,20,3,18,8,0,8400,1,4,1
25,25,19,3346,163,20,3,174,8,5,2403,5,5,0
